21.json,725.7259509563446,3,08/02/2023 22:43:46
370.json,1057.699401140213,3.4,08/02/2023 23:01:24
255.json,559.772586107254,4,08/02/2023 23:10:43
249.json,522.2321147918701,5,08/02/2023 23:19:26
362.json,434.788272857666,4.2,08/02/2023 23:26:41
493.json,765.3739809989929,2.5,09/02/2023 13:19:11
443.json,763.276771068573,3,09/02/2023 13:31:54
504.json,314.9233009815216,3.2,09/02/2023 13:37:09
293.json,404.8970329761505,4,09/02/2023 13:43:54
101.json,502.7255439758301,4.8,09/02/2023 13:52:17
394.json,428.07731103897095,5,09/02/2023 13:59:25
546.json,620.5739040374756,3,09/02/2023 14:09:45
341.json,877.873211145401,3,09/02/2023 14:24:23
132.json,308.08425402641296,,09/02/2023 14:29:32
604.json,353.8962869644165,4.3,09/02/2023 14:35:26
95.json,408.94389390945435,4.8,09/02/2023 14:42:15
429.json,765.959997177124,3,09/02/2023 16:32:34
312.json,188.5346851348877,5,09/02/2023 16:35:43
338.json,486.47112679481506,4.8,09/02/2023 16:43:49
354.json,3242.7855248451233,3,09/02/2023 17:37:52
405.json,275.188668012619,4,5,09/02/2023 17:42:28
408.json,60500.41388583183,1,10/02/2023 10:30:48
416.json,492.90035581588745,,10/02/2023 10:39:01
600.json,13165.82265996933,1,10/02/2023 14:18:27
567.json,400.3068950176239,5,10/02/2023 14:25:08
470.json,333.3912808895111,0.2,10/02/2023 14:30:42
576.json,1102.6411900520325,3.8,10/02/2023 14:49:05
219.json,706.8836929798126,2,10/02/2023 15:00:56
254.json,23335.572600126266,2,10/02/2023 21:29:53
36.json,323.23143100738525,4.5,10/02/2023 21:35:17
6.json,674.9607040882111,4,10/02/2023 21:46:32
365.json,536.4867248535156,3.8,10/02/2023 21:55:28
333.json,184.44010496139526,5,10/02/2023 21:58:33
641.json,389.01399207115173,4,10/02/2023 22:05:02
23.json,683.1450929641724,,10/02/2023 22:16:25
419.json,175158.95039701462,3.8,12/02/2023 22:55:44
178.json,562.480437040329,4,12/02/2023 23:05:07
326.json,230.8874990940094,5,12/02/2023 23:08:58
426.json,79696.24908590317,4.8,13/02/2023 21:17:14
437.json,3295.0237650871277,3,13/02/2023 22:12:09
79.json,657.0586681365967,5,13/02/2023 22:23:06
537.json,201.5451431274414,5,13/02/2023 22:26:28
516.json,492.63303399086,3,13/02/2023 22:34:41
316.json,833.8839812278748,,13/02/2023 22:48:35
211.json,1350.6863379478455,2,13/02/2023 23:11:05
398.json,392.06587505340576,4,13/02/2023 23:17:38
404.json,52491.56607198715,4,14/02/2023 13:52:29
425.json,313.41381096839905,5,14/02/2023 13:57:43
301.json,292.0753228664398,5,14/02/2023 14:02:52
380.json,360.46157121658325,5,14/02/2023 14:16:20
266.json,491.8712911605835,4,14/02/2023 14:24:32
401.json,516.1052360534668,4.5,14/02/2023 14:33:09
315.json,103241.62248587608,3.7,15/02/2023 19:13:50
191.json,598.6141669750214,5,15/02/2023 19:23:49
22.json,360.00899481773376,,15/02/2023 19:29:49
412.json,544.0112011432648,5,15/02/2023 19:38:53
4.json,397.88931584358215,4.8,15/02/2023 19:45:31
357.json,886.2562069892883,4.5,15/02/2023 20:00:18
26.json,346.4487590789795,5,15/02/2023 20:06:04
144.json,663.2508680820465,ˇ,15/02/2023 20:17:07
187.json,324.42879605293274,3.2,15/02/2023 20:22:32
174.json,415.3711590766907,4.8,15/02/2023 20:29:27
240.json,1833.398514032364,4.3,15/02/2023 21:00:01
42.json,456.2866141796112,4.5,15/02/2023 21:07:38
417.json,624.7511911392212,4.5,15/02/2023 21:18:03
18.json,86885.45479989052,3.5,16/02/2023 21:26:08
469.json,253.03223204612732,5,16/02/2023 21:30:22
352.json,148.46361708641052,5,16/02/2023 21:32:50
507.json,481.9635410308838,5,16/02/2023 21:40:52
449.json,579.5468370914459,2,16/02/2023 21:50:32
67.json,157.88746118545532,5,16/02/2023 21:53:10
281.json,413.8224558830261,4,16/02/2023 22:00:04
114.json,1897.0182359218597,4.3,16/02/2023 22:31:41
492.json,580.3706970214844,4.8,16/02/2023 22:41:21
17.json,1263.3360559940338,4.8,16/02/2023 23:02:25
261.json,44238.26849794388,5,17/02/2023 11:19:43
464.json,13793.231318950653,4.5,17/02/2023 15:09:37
481.json,186.24597787857056,5,17/02/2023 15:12:43
366.json,334.3567409515381,5,17/02/2023 15:18:29
515.json,345.87425088882446,4.8,17/02/2023 15:24:15
5.json,67828.0449128151,5,18/02/2023 10:14:43
324.json,292.06302404403687,5,18/02/2023 10:19:35
525.json,730.2366218566895,4.8,18/02/2023 10:31:46
55.json,406.3885269165039,4,18/02/2023 10:38:32
64.json,174.16161704063416,4.5,18/02/2023 10:41:27
343.json,288.2088449001312,4.6,18/02/2023 10:46:15
306.json,774.0997869968414,4.3,18/02/2023 11:40:22
217.json,356.02414202690125,5,18/02/2023 11:46:18
113.json,374.0166139602661,5,18/02/2023 11:52:32
76.json,183.14443612098694,5,18/02/2023 11:55:36
495.json,476.2134020328522,5,20/02/2023 17:10:57
582.json,398.5961129665375,4.4,20/02/2023 17:17:35
534.json,417.7262508869171,4.5,20/02/2023 17:24:55
397.json,104768.51752400398,4,21/02/2023 22:31:04
91.json,399.5307569503784,4.5,21/02/2023 22:37:43
536.json,598.4915552139282,4\,21/02/2023 22:47:42
549.json,665.33460688591,4.5,21/02/2023 22:58:47
205.json,59846.554404973984,3,22/02/2023 15:36:14
479.json,236.41186213493347,4,22/02/2023 15:40:11
94.json,177.80695915222168,5,22/02/2023 15:43:08
595.json,684.1901149749756,4.2,22/02/2023 15:54:33
467.json,267.30827808380127,5,22/02/2023 15:59:00
462.json,317.36557698249817,4.7,22/02/2023 16:04:18
584.json,365.4418890476227,4.5,22/02/2023 16:10:24
609.json,403.51060009002686,4.3,22/02/2023 16:17:07
619.json,232.0868649482727,4.8,22/02/2023 16:21:00
498.json,1063.0474619865417,4.5,22/02/2023 16:38:43
218.json,253698.53177380562,5,25/02/2023 15:07:02
300.json,366.02373814582825,3.8,25/02/2023 15:13:08
290.json,714.9187679290771,4.5,25/02/2023 15:25:03
8.json,295.25791001319885,5,25/02/2023 15:42:56
521.json,692.6204028129578,4.5,25/02/2023 15:54:29
554.json,382.97980284690857,4.8,25/02/2023 16:00:52
625.json,548.8087458610535,4,25/02/2023 16:10:01
361.json,585.8166618347168,4.8,25/02/2023 16:19:47
238.json,443.3576498031616,4,25/02/2023 16:27:10
643.json,239.04221487045288,5,25/02/2023 16:31:12
279.json,460.15921807289124,4,25/02/2023 16:38:53
431.json,83907.69320702553,4.6,26/02/2023 15:57:20
228.json,218.48244404792786,3.5,26/02/2023 16:01:18
282.json,553.626482963562,3,26/02/2023 16:10:32
310.json,239.4547998905182,5,26/02/2023 16:14:31
215.json,334.3219220638275,4.8,26/02/2023 16:20:06
45.json,405.7690079212189,3.8,26/02/2023 16:26:55
16.json,21764.934833049774,4.8,26/02/2023 22:29:40
146.json,491.7280218601227,4.8,26/02/2023 22:37:52
286.json,296.1041910648346,5,26/02/2023 22:42:48
363.json,378.95830392837524,5,26/02/2023 22:49:07
201.json,246.1823799610138,4,26/02/2023 22:53:18
385.json,704.117338180542,3,26/02/2023 23:05:02
550.json,132.34864783287048,5,26/02/2023 23:07:19
257.json,372.5019769668579,4,26/02/2023 23:13:37
171.json,311.2305419445038,4,26/02/2023 23:18:48
296.json,427.04004192352295,3.7,26/02/2023 23:25:55
50.json,84787.4213449955,4,27/02/2023 22:59:03
214.json,268.4380478858948,5,27/02/2023 23:03:58
133.json,46941.80397486687,5,28/02/2023 12:06:20
608.json,517.5452160835266,5,28/02/2023 12:14:57
110.json,668.063059091568,4,28/02/2023 12:26:05
305.json,468.4482879638672,4.5,28/02/2023 12:33:54
622.json,194.97832798957825,5,28/02/2023 12:37:09
123.json,330.5393521785736,5,28/02/2023 12:42:40
400.json,186.4786651134491,4.8,28/02/2023 12:45:46
213.json,163.13868403434753,5,28/02/2023 12:48:29
